day_idx,date,quarter,revenue,oracle_rev,capture,init_soc,final_soc
1719,2025-07-17,3,112387.33494140719,135061.06077598818,83.21224066780613,0.5,0.05238200300411134
1720,2025-07-18,3,115662.71959789291,131836.49901680194,87.73194104855003,0.5,0.050969503004111266
1721,2025-07-19,3,102289.0274446706,120025.22584057234,85.22294103452847,0.5,0.05335325050068529
1722,2025-07-20,3,59888.604301590596,100786.55012391694,59.421226570368404,0.5,0.05124725150205556
1723,2025-07-21,3,-34103.88595344155,49052.57552476019,-69.52516883894707,0.5,0.9486565010013704
1724,2025-07-22,3,-252.0354317276273,0.0,0.0,0.5,0.9457625000000004
1725,2025-07-23,3,34197.87964347528,59080.23467123431,57.88379114229543,0.5,0.053378752503425976
1726,2025-07-24,3,13843.421822854436,42481.89406739749,32.586639853891306,0.5,0.9465940010013707
1727,2025-07-25,3,13630.007591032992,51960.186114419725,26.231637355991804,0.5,0.9461782505006854
1728,2025-07-26,3,31988.217135475912,50847.72371012443,62.909831161442234,0.5,0.9476597515020556
1729,2025-07-27,3,32285.521354889846,51010.704760893845,63.29165908650762,0.5,0.9476597515020555
1730,2025-07-28,3,11943.179065160743,43631.7069278,27.372706469916103,0.5,0.9498347515020555
1731,2025-07-29,3,9711.690495328341,36613.6252099,26.524799004886262,0.5,0.9494190010013706
1732,2025-07-30,3,53546.862827459685,84927.37633036064,63.0501790366945,0.5,0.051316252503425946
1733,2025-07-31,3,132685.01322642458,168121.88646009273,78.92191553413252,0.5,0.05196625250342603
1734,2025-08-01,3,56434.331194056074,79014.97162540318,71.42232672258852,0.5,0.05155050200274075
1735,2025-08-02,3,77623.54077055024,91018.99337338126,85.2827941659608,0.5,0.05259075050068529
1736,2025-08-03,3,114267.8808234289,128315.61465291452,89.05220236252319,0.5,0.05138525350479632
1737,2025-08-04,3,29251.072879911455,63051.65821706736,46.39223409352544,0.5,0.0518972515020556
1738,2025-08-05,3,39378.07818572151,66792.8307114367,58.955546225979816,0.5,0.05472225150205556
